uncertain_id,title,authors,year,venue,doi,url,source,screen_reason,second_pass_recommendation,confidence,rationale,manual_final_decision,manual_notes
UT-0063,Decentralized Identifiers Access Control Security Policy for Blockchain DApps and On-Chain Validation,C. N. Buţincu; A. Alexandrescu; D. -E. Bărbuţă,2025,2025 7th International Conference on Blockchain Computing and Applications (BCCA),10.1109/BCCA66705.2025.11227182,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11227182,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0064,Protecting Online Personas and Financial Transactions on Distributed Ledgers with the Use of Advanced Cryptographic Methods: Blockchain Technology for Cybersecurity,R. David; S. Srinivasan,2025,2025 5th International Conference on Intelligent Technologies (CONIT),10.1109/CONIT65521.2025.11167610,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11167610,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0065,Blockchain-Based Medical Data Asset Sharing Framework for Healthcare 4.0,M. Li; A. R. Harish; C. Yu; Y. Yu; R. Y. Zhong; G. Q. Huang,2025,IEEE Transactions on Industrial Informatics,10.1109/TII.2024.3488795,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10846940,ieee,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0066,Secure User Authentication with Secret Sharing and Smart Contract for Permissioned Blockchain,M. Okada; A. A. A. Mohd Kamal; M. Fujisawa,2024,2024 IEEE 13th Global Conference on Consumer Electronics (GCCE),10.1109/GCCE62371.2024.10760718,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10760718,ieee,tech_with_weak_signal,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0067,PQ-FIM-PCES: Enhancing Privacy Compliance in Global Cloud Systems using Post-Quantum Cryptography and Federated Identity Management,K. Srujana; S. K. Joginpelly; R. A C; K. G M; S. S. K,2025,"2025 2nd International Conference on Software, Systems and Information Technology (SSITCON)",10.1109/SSITCON66133.2025.11342266,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11342266,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0068,Hyperledger Fabric-Based Permissioned Blockchain Framework for University Examination Information Management System,X. Li,2025,2025 3rd International Conference on Data Science and Information System (ICDSIS),10.1109/ICDSIS65355.2025.11070806,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11070806,ieee,tech_with_weak_signal,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0069,Blockchain Implementation to Ensure the Authenticity and Integrity of Graduation and Diploma Certificates,E. Z. Shuban; K. W. Indrawan; I. S. Edbert,2024,"2024 International Conference on Artificial Intelligence, Blockchain, Cloud Computing, and Data Analytics (ICoABCD)",10.1109/ICoABCD63526.2024.10704330,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10704330,ieee,tech_with_weak_signal,likely_exclude,medium,Weak institutional context and limited evidence of an implementation-focused consortium study.,,
UT-0070,Biscotti: A Blockchain System for Private and Secure Federated Learning,M. Shayan; C. Fung; C. J. M. Yoon; I. Beschastnikh,2021,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2020.3044223,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9292450,ieee,generic_blockchain_institutional,likely_exclude,medium,Abstract is dominated by generic or off-scope signals and lacks clear institutional-consortium evidence.,,
UT-0071,Telco Tokenization and Stablecoin Development an Industry Opportunity,S. Bhat; M. J. Morrow,2022,2022 IEEE 1st Global Emerging Technology Blockchain Forum: Blockchain & Beyond (iGETblockchain),10.1109/iGETblockchain56591.2022.10087064,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10087064,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0072,Digital Secure Storage for Healthcare Data Information Using Blockchain,H. Naveenkumar; P. Ranjana,2023,2023 3rd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),10.1109/ICACITE57410.2023.10183118,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10183118,ieee,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0073,EVchain: An Anonymous Blockchain-Based System for Charging-Connected Electric Vehicles,S. Xu; X. Chen; Y. He,2021,Tsinghua Science and Technology,10.26599/TST.2020.9010043,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9449329,ieee,generic_blockchain_institutional,likely_exclude,medium,Abstract is dominated by generic or off-scope signals and lacks clear institutional-consortium evidence.,,
UT-0074,Multi-Blockchain Backup & Restore System with Zero-Knowledge Proofs (ZKPs),I. Samiha; S. Chowdhury,2025,"2025 2nd International Conference on Next-Generation Computing, IoT and Machine Learning (NCIM)",10.1109/NCIM65934.2025.11160331,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11160331,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0075,Decentralized Supply Chain Management: A Blockchain Framework for Transparency and Traceability,A. A. Abaker,2025,2025 IEEE International Conference on E-Business Engineering (ICEBE),10.1109/ICEBE68123.2025.00044,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11299300,ieee,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0076,A Trustworthy Biological Assets Governance System Using Decentralized Identity,Z. Fang; J. Yu; S. Fang; S. Wang; W. Chan; Z. Gao; K. Gai,2024,2024 IEEE 11th International Conference on Cyber Security and Cloud Computing (CSCloud),10.1109/CSCloud62866.2024.00014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10605175,ieee,generic_blockchain_institutional,likely_exclude,medium,Abstract is dominated by generic or off-scope signals and lacks clear institutional-consortium evidence.,,
UT-0077,Blockchain Overcomes Corruption: Towards Smart Institutions and Governance,H. Mazloum; G. Abdelkader; N. Mazloum,2022,2022 International Conference on Smart Systems and Power Management (IC2SPM),10.1109/IC2SPM56638.2022.9988865,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9988865,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0078,FRAMH: A Federated Learning Risk-Based Authorization Middleware for Healthcare,C. Mazzocca; N. Romandini; M. Colajanni; R. Montanari,2023,IEEE Transactions on Computational Social Systems,10.1109/TCSS.2022.3210372,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9915483,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0079,Decentralized Electronic Health Records using Ethereum and IPFS: A Blockchain-Based Secure Access Framework,H. Harshavardhan; S. V. Vijay; S. P. Shetty; S. S. Salian; S. Krishma,2025,2025 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),10.1109/ICBDS67396.2025.11377969,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11377969,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0080,Enabling Privacy-Preserving Collaborative Learning: Secure Cryptographic Neural Networks Meet Blockchain for GDPR-Compliant Data Sharing,R. Krishnamoorthy; K. P. Kaliyamurthie,2024,2024 5th International Conference for Emerging Technology (INCET),10.1109/INCET61516.2024.10593365,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10593365,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0081,A Blockchain-Enhanced Federated Learning Framework for Secure and Scalable Smart Healthcare Systems with Intermittent Clients,V. S; M. N; K. Sundaram; K. S,2025,2025 10th International Conference on Communication and Electronics Systems (ICCES),10.1109/ICCES67310.2025.11336297,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11336297,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0082,Integration of Artificial Intelligence and Blockchain,N. Malsa; M. Verma; M. Dixit; K. Malsa,2026,Empowering Healthcare through AI and Blockchain,10.1002/9781394261833.ch5,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=11421455.pdf&bkn=11421341&pdfType=chapter,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0083,Decentralized Certificate Verification System Using Blockchain,A. Golwalkar; H. Singh; J. Jain; U. Mittal,2025,2025 International Conference on Engineering Innovations and Technologies (ICoEIT),10.1109/ICoEIT63558.2025.11211711,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11211711,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0084,Trustworthiness Evaluation Toward 6G Support of Space-Air-Ground Integrated Network,H. Zhang; X. Yao; K. Xu; Z. Wu; W. Li; Y. Lu; J. Yang,2025,IEEE Wireless Communications,10.1109/MWC.001.2400273,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10944619,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0085,d-BAME: Distributed Blockchain-Based Anonymous Mobile Electronic Voting,E. Zaghloul; T. Li; J. Ren,2021,IEEE Internet of Things Journal,10.1109/JIOT.2021.3074877,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9409949,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0086,CroAuth: A Cross-domain Authentication Scheme based on Blockchain and Decentralized Identity,Z. Zhang; R. Xiong; X. Di; W. Ren,2024,2024 27th International Conference on Computer Supported Cooperative Work in Design (CSCWD),10.1109/CSCWD61410.2024.10580261,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10580261,ieee,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0087,Multi-Agent Collaboration for Real-Time Compliance Verification in Decentralized Fintech Systems,K. Khanvilkar; V. Shinde; K. Kommuru,2025,2025 7th International Conference on Computer Communication and the Internet (ICCCI),10.1109/ICCCI65070.2025.11158393,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11158393,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0088,Blockchain Application in Educational Certificates and Verification Compliant with General Data Protection Regulations,U. Rahardja; M. A. Ngad; S. Millah; E. P. Harahap; Q. Aini,2022,2022 10th International Conference on Cyber and IT Service Management (CITSM),10.1109/CITSM56380.2022.9935909,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9935909,ieee,generic_blockchain_institutional,likely_exclude,medium,Abstract is dominated by generic or off-scope signals and lacks clear institutional-consortium evidence.,,
UT-0089,Badges as a Gamification Tool in Higher Education Through Tokenization,B. A. Queiroz; J. Westphall; J. E. Martina,2024,2024 IEEE Biennial Congress of Argentina (ARGENCON),10.1109/ARGENCON62399.2024.10735887,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10735887,ieee,tech_with_weak_signal,likely_exclude,medium,Weak institutional context and limited evidence of an implementation-focused consortium study.,,
UT-0090,"A Mapping Review on Cyber-Physical Smart Contracts: Architectures, Platforms, and Challenges",S. Alfuhaid; D. Amyot; A. A. Anda; J. Mylopoulos,2023,IEEE Access,10.1109/ACCESS.2023.3290899,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10171137,ieee,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0091,AALMOND: Decentralized Adaptive Access Control of Multiparty Data Sharing in Industrial Networks,R. Saha; G. Kumar; M. Conti; T. Devgun; J. J. P. C. Rodrigues,2024,IEEE Internet of Things Journal,10.1109/JIOT.2024.3392933,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10508188,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0092,Optimizing Transparency and Accountability in Subsidized Fertilizer Budget Distribution and Reporting through Blockchain Technology,D. Nor’ainunnajah; J. P. Silitonga; M. Amalya Dewi,2025,"2025 International Conference on Informatics, Multimedia, Cyber and Information System (ICIMCIS)",10.1109/ICIMCIS68501.2025.11327152,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11327152,ieee,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0093,LOGI-CHAIN: Blockchain Based Transparent Logistics Management,S. K. A. P; K. Saravanan; M. T; N. K. K,2025,2025 International Conference on Next Generation of Green Information and Emerging Technologies (GIET),10.1109/GIET65294.2025.11234874,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11234874,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0094,A Self-Sovereign Identity-Based Authentication and Reputation Protocol for IoV Applications,V. Emanuel Farias da Costa Borges; Á. Sobrinho; D. F. S. Santos; A. Perkusich,2025,IEEE Access,10.1109/ACCESS.2025.3579929,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11036752,ieee,generic_blockchain_institutional,likely_exclude,medium,Abstract is dominated by generic or off-scope signals and lacks clear institutional-consortium evidence.,,
UT-0095,A Blockchain-Based Secure Mutual Authentication System for E-Government Services,H. H. Al-Ameri; S. Ayvaz,2023,2023 3rd International Scientific Conference of Engineering Sciences (ISCES),10.1109/ISCES58193.2023.10311497,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10311497,ieee,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0096,Blockchain and Trust,M. Bursell,2022,Trust in Computer Systems and the Cloud,10.1002/9781119695158.ch6,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821840.pdf&bkn=9820891&pdfType=chapter,ieee,tech_with_weak_signal,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0097,Smart Healthcare in Improving the Quality of Life: Revolutionizing with Application of IoT and Block Chain Technology,L. Das; D. Singh; S. Vats; K. Taliyan; D. Bhargava; D. Bhatnagar,2024,"2024 International Conference on Communication, Computer Sciences and Engineering (IC3SE)",10.1109/IC3SE62002.2024.10593009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10593009,ieee,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0098,Xdhds: Cross-Domain Healthcare Data Sharing Using Self-Soverign Id and Blockchain,D. Chainarong; K. Thirasak; T. Chuaphanngam; S. Fugkeaw,2025,2025 17th International Conference on Knowledge and Smart Technology (KST),10.1109/KST65016.2025.11003309,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11003309,ieee,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0099,An SGX and Blockchain-Based System for Federated Learning in Classifying COVID-19 Images,S. Qin; X. Gu; X. Jun; H. Li; M. Huang; W. Dai,2023,"2023 IEEE Intl Conf on Parallel & Distributed Processing with Applications, Big Data & Cloud Computing, Sustainable Computing & Communications, Social Computing & Networking (ISPA/BDCloud/SocialCom/SustainCom)",10.1109/ISPA-BDCloud-SocialCom-SustainCom59178.2023.00131,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10491759,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0100,Blockchain-Enabled Access Control Using Practical Byzantine Fault Tolerance for Healthcare IoT,A. Altrad; B. Y. Almansour; B. K. Andijan; A. Y. Almansour; D. Tursunov; R. Rogith,2025,2025 International Conference on Electrical Engineering and Informatics (ICEEI),10.1109/ICEEI68459.2025.11330327,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11330327,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0101,Blockchain Powered EHR in Pharmaceutical Industry,P. Sexena; P. Singh; A. John; E. Rajesh,2022,Digitization of Healthcare Data using Blockchain,10.1002/9781119792734.ch7,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10954268.pdf&bkn=10950285&pdfType=chapter,ieee,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0102,Blockchain-Based BIM Digital Project Management Mechanism Research,Y. Ni; B. Sun; Y. Wang,2021,IEEE Access,10.1109/ACCESS.2021.3130270,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9628068,ieee,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0103,Data Cooperatives for Neighborhood Watch,A. Salau; R. Dantu; K. Upadhyay,2021,2021 IEEE International Conference on Blockchain and Cryptocurrency (ICBC),10.1109/ICBC51069.2021.9461056,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9461056,ieee,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0104,Blockchain and Megatrends in Agri-Food Systems: A Multi-Source Evidence Approach,Christos Karkanias; Apostolos Malamakis; George F. Banias,2026,Foods,10.3390/foods15030447,https://doi.org/10.3390/foods15030447,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0105,A lightweight scalable hybrid authentication framework for Internet of Medical Things (IoMT) using blockchain hyperledger consortium network with edge computing,Abdullah Ayub Khan; Asif Ali Laghari; Roobaea Alroobaea; Abdullah M. Baqasah; Majed Alsafyani; Hamed Alsufyani; Sajid Ullah,2025,Scientific Reports,10.1038/s41598-025-05130-w,https://doi.org/10.1038/s41598-025-05130-w,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0106,A process model of governance adaptation and performance outcomes in e-commerce permissioned blockchain networks,Sulafa Badi; Livashnee Naidoo,2025,International Journal of Production Economics,10.1016/j.ijpe.2025.109709,https://doi.org/10.1016/j.ijpe.2025.109709,openalex,no_abstract_but_title_relevant,needs_manual,medium,"No abstract available, but title has potentially relevant institutional or consortium signal.",,
UT-0107,Enhancing Transparency and Trust in Higher Education Institutions via Blockchain: A Conceptual Model Utilizing the Ethereum Consortium Approach,Yerlan Kistaubayev; Francisco Liébana‐Cabanillas; Aijaz A. Shaikh; Galimkair Mutanov; Olga Ussatova; A. Shinbayeva,2025,Sustainability,10.3390/su17209350,https://doi.org/10.3390/su17209350,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0108,Blockchain and Smart Public Procurement Contracts: A Comparative Legal Analysis of Digital Transformation in the Public Sector,Enas Mohammed Alqodsi,2025,Access to Justice in Eastern Europe,10.33327/ajee-18-8.4-a000137,https://doi.org/10.33327/ajee-18-8.4-a000137,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0109,A multi-center federated learning mechanism based on consortium blockchain for data secure sharing,Bin Wang; Zhao Tian; Xinrui Liu; Yujie Xia; Wei She; Wei Liu,2025,Knowledge-Based Systems,10.1016/j.knosys.2025.112962,https://doi.org/10.1016/j.knosys.2025.112962,openalex,no_abstract_but_title_relevant,needs_manual,medium,"No abstract available, but title has potentially relevant institutional or consortium signal.",,
UT-0110,LVCA: An efficient voting-based consensus algorithm in private Blockchain for enhancing data security,Sudhani Verma; Girish Chandra; Divakar Yadav,2025,Peer-to-Peer Networking and Applications,10.1007/s12083-024-01808-6,https://doi.org/10.1007/s12083-024-01808-6,openalex,no_abstract_but_title_relevant,needs_manual,medium,"No abstract available, but title has potentially relevant institutional or consortium signal.",,
UT-0111,MedBlock-Bot: A Blockchain-Enabled RAG System for Providing Feedback to Large Language Models Accessing Pediatric Clinical Guidelines,Mohamed Yaseen Jabarulla; Steffen Oeltze‐Jafra; Philipp Beerbaum; Theodor Uden,2025,,10.1109/cbms65348.2025.00172,https://doi.org/10.1109/cbms65348.2025.00172,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0112,Comparative Analysis of Communication Protocols in Blockchain-IoT Systems for Optimizing IoT Data Flow Efficiency,Mnar Alnaghes; Hong Shen,2025,,10.1109/icaisc64594.2025.10959590,https://doi.org/10.1109/icaisc64594.2025.10959590,openalex,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0113,Blockchain Based Zero Knowledge Proof Protocol For Privacy Preserving Healthcare Data Sharing,Go Eun Myeong; Kirpa Ram,2025,Journal of Technology Informatics and Engineering,10.51903/jtie.v4i1.296,https://doi.org/10.51903/jtie.v4i1.296,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0114,A Study on the Interoperable Method of Security Tokens Between Permissioned and Public Blockchains,Korean Industrial Technology Convergence Society; Won-Yong Hwang; Hyo-Kwan Kim,2025,Korea Industrial Technology Convergence Society,10.29279/jitr.k.2025.30.1.23,https://doi.org/10.29279/jitr.k.2025.30.1.23,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0115,Design and Implementation of a Blockchain-Based Secure Data Sharing Framework to Enhance the Healthcare System,Shrawan Kumar Sharma; Firoj Parwej,2025,Blockchains,10.3390/blockchains3030010,https://doi.org/10.3390/blockchains3030010,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0116,Healthcare Data Security and Privacy Protection Framework Based on Dual Channel Blockchain,Jasleen Kaur; Rinkle Rani; Nidhi Kalra,2025,Transactions on Emerging Telecommunications Technologies,10.1002/ett.70049,https://doi.org/10.1002/ett.70049,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0117,Blockchain for Empowering Central Bank Digital Currencies (CBDCs): Examples from Industry,Makoto Takemiya,2025,,10.7566/jpscp.44.011002,https://doi.org/10.7566/jpscp.44.011002,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0118,Blockchain-Enabled Secure Data Sharing Framework for Healthcare IoT Devices,Qi Jing,2025,International Journal of Engineering Science and Information Technology,10.52088/ijesty.v5i2.1520,https://doi.org/10.52088/ijesty.v5i2.1520,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0119,Blockchain-Enabled Privacy-Preserving Ecosystem for DNA Sequence Sharing,Thi-Thanh-An Nguyen; Yu-Heng Hsieh; Ching-Hsi Tseng; Yuchen Lin; Shyan‐Ming Yuan,2025,Applied Sciences,10.3390/app15063193,https://doi.org/10.3390/app15063193,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0120,Cross-domain secure communication scheme in industrial internet of things based on consortium blockchain,Gang Han; Jiping Ma; L. Gong; Qian Wang; Zhong-Liang Zhang,2025,Peer-to-Peer Networking and Applications,10.1007/s12083-025-02055-z,https://doi.org/10.1007/s12083-025-02055-z,openalex,no_abstract_but_title_relevant,needs_manual,medium,"No abstract available, but title has potentially relevant institutional or consortium signal.",,
UT-0121,Enhancing anomaly detection and prevention in Internet of Things (IoT) using deep neural networks and blockchain based cyber security,A. R. Sathyabama; Jeevaa Katiravan,2025,Scientific Reports,10.1038/s41598-025-04164-4,https://doi.org/10.1038/s41598-025-04164-4,openalex,tech_only_no_context,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0122,Global Standardization Model for Next-Generation Blockchain Interoperability in Payment Systems,Olawole Akomolafe; Babajide Oluwaseun Olaogun; Michael Olumuyiwa Adesuyi; Victor Ukara Ndukwe; Joy Kweku Sakyi,2025,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2025.6.6.820-834,https://doi.org/10.54660/.ijmrge.2025.6.6.820-834,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0123,Blockchain-enabled carbon footprint traceability in Thailand’s organic food sector: A quintuple helix innovation approach,Aye Chan Soe; Sasichakorn Wongsaichia; Teerapong Pienwisetkaew; Chidozie Umeh; Emilia Vann Yaroson; Chavis Ketkaew,2025,Journal of Open Innovation Technology Market and Complexity,10.1016/j.joitmc.2025.100656,https://doi.org/10.1016/j.joitmc.2025.100656,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0124,"Reimagining logistics for sustainability: Green logistics practices, circular economy integration, and digital enablers in sustainable supply chain management",,2025,THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND BUSINESS ADMINISTRATION,10.18775/ijmsba.1849-5664-5419.2014.115.1001,https://doi.org/10.18775/ijmsba.1849-5664-5419.2014.115.1001,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0125,Dynamic sharding model and performance optimization method for consortium blockchain,Yan Wang; Zheng Gong; Dayu Jia; Aiping Tan; Minchao Liu,2025,The Journal of Supercomputing,10.1007/s11227-024-06870-8,https://doi.org/10.1007/s11227-024-06870-8,openalex,no_abstract_but_title_relevant,needs_manual,medium,"No abstract available, but title has potentially relevant institutional or consortium signal.",,
UT-0126,A BLOCKCHAIN ENABLED TAMPER PROOF APPROACH FOR ENHANCED MEDICAL DATA INTEGRITY AND ACCESS CONTROL,Ch Aruna; T Varsha; C Shivakumar; M. U. Sreeja; Baikunth Nath,2025,Journal of Science Engineering Technology and Management Sciences,10.64771/jsetms.2025.v02.i08.pp602-612,https://doi.org/10.64771/jsetms.2025.v02.i08.pp602-612,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
