candidate_id,title,year,venue,doi,source,fulltext_access,fulltext_source,landing_page_url,pdf_url,text_source,text_length,agent_fulltext_decision,agent_reason_code,agent_confidence,agent_rationale
FT-0192,Blockchain: A nostrum for cloud service providers data security and privacy,2024,"2024 International Conference on Augmented Reality, Intelligent Systems, and Industrial Automation (ARIIA)",10.1109/ARIIA63345.2024.11051613,ieee,unknown,openalex,https://doi.org/10.1109/ariia63345.2024.11051613,,landing_html,825,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0193,"Designing, Deploying, and Testing a Chaincode for Educational Credentials Verification in a Hyperledger-Operated Blockchain Network",2023,"2023 3rd International Conference on Smart Generation Computing, Communication and Networking (SMART GENCON)",10.1109/SMARTGENCON60755.2023.10441937,ieee,unknown,openalex,http://dx.doi.org/10.1109/smartgencon60755.2023.10441937,,landing_html,881,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0194,Research on Blockchain Data Sharing and Privacy Protection Scheme Based on Reputation Value Calculation,2025,2025 IEEE 3rd International Conference on Image Processing and Computer Applications (ICIPCA),10.1109/ICIPCA65645.2025.11138256,ieee,unknown,openalex,https://doi.org/10.1109/icipca65645.2025.11138256,,landing_html,853,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0195,Smart Finance Innovations with Federated Learning and Blockchain Integration,2025,2025 6th International Conference for Emerging Technology (INCET),10.1109/INCET64471.2025.11140005,ieee,unknown,openalex,https://doi.org/10.1109/incet64471.2025.11140005,,landing_html,826,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0196,Dr. FANS: A Decentralized Micro-credential Verification System Towards Higher Qualifications,2025,"2025 International Conference on Electrical, Computer and Communication Engineering (ECCE)",10.1109/ECCE64574.2025.11013113,ieee,unknown,openalex,https://doi.org/10.1109/ecce64574.2025.11013113,,landing_html,842,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0198,"Empowering AI-Driven Healthcare With Secure, Decentralized, and Privacy-Enhancing Adaptive Intelligence",2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3602942,ieee,unknown,openalex,https://doi.org/10.1109/jiot.2025.3602942,,landing_html,850,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0199,Research on Blockchain-Based Secure Data Sharing for Power Systems in CPSS,2025,2025 6th International Conference on Energy Power and Automation Engineering (ICEPAE),10.1109/ICEPAE66132.2025.11275775,ieee,unknown,openalex,https://doi.org/10.1109/icepae66132.2025.11275775,,landing_html,824,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0201,CogniVault: A Multimodal Edge-AI and Blockchain Framework for Secure Institutional Monitoring and Human-Wildlife Conflict Mitigation,2026,2026 Second International Conference on Multi-Agent Systems for Collaborative Intelligence (ICMSCI),10.1109/ICMSCI67830.2026.11469267,ieee,unknown,openalex,https://doi.org/10.1109/icmsci67830.2026.11469267,,landing_html,882,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0205,Utilizing Blockchain for Healthcare Advancements in India,2025,"2025 12th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",10.1109/ICRITO66076.2025.11241355,ieee,unknown,openalex,https://doi.org/10.1109/icrito66076.2025.11241355,,landing_html,807,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0206,xCRM: Blockchain Interoperable Crime Report Management System By Utilizing Hyperledger Cacti & Private Data Collection (PDC),2023,"2023 International Conference on Next-Generation Computing, IoT and Machine Learning (NCIM)",10.1109/NCIM59001.2023.10212677,ieee,unknown,openalex,https://doi.org/10.1109/ncim59001.2023.10212677,,landing_html,874,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0207,"ProvotuMN: Decentralized, Mix-Net-based, and Receipt-free Voting System",2022,2022 IEEE International Conference on Blockchain and Cryptocurrency (ICBC),10.1109/ICBC54727.2022.9805556,ieee,unknown,openalex,https://doi.org/10.1109/icbc54727.2022.9805556,,landing_html,821,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0208,"Blockchain and Chainlink Oracle Integration in EHR: Ensuring Real-Time Data Integrity and Interoperability With Ethereum, Hyperledger Fabric, and IPFS Storage",2025,IEEE Access,10.1109/ACCESS.2025.3606194,ieee,open,openalex,https://doi.org/10.1109/access.2025.3606194,,landing_html,905,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0210,The Use of Blockchain to Secure IoT Big Data,2025,"2025 International Conference on Big Data, Knowledge and Control Systems Engineering (BdKCSE)",10.1109/BdKCSE67969.2025.11300501,ieee,unknown,openalex,https://doi.org/10.1109/bdkcse67969.2025.11300501,,landing_html,794,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0211,A blockchain-based credible and secure education experience data management scheme supporting for searchable encryption,2021,China Communications,10.23919/JCC.2021.06.014,ieee,unknown,openalex,https://doi.org/10.23919/jcc.2021.06.014,,landing_html,866,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0212,Electronic Healthcare Data Sharing Application Based on Hyperledger Consortium Blockchain Network,2025,2025 International Conference on Networks and Cryptology (NETCRYPT),10.1109/NETCRYPT65877.2025.11102758,ieee,unknown,openalex,https://doi.org/10.1109/netcrypt65877.2025.11102758,,landing_html,847,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0213,A Secure and Scalable IoT Architecture for Smart Energy Monitoring in Urban Infrastructure,2025,2025 8th International Conference on Computing Methodologies and Communication (ICCMC),10.1109/ICCMC65190.2025.11140649,ieee,unknown,openalex,https://doi.org/10.1109/iccmc65190.2025.11140649,,landing_html,840,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0214,Implementation of a Secured and Decentralized Database for Valid Students Using Blockchain Technology,2024,2024 3rd International Conference on Advancement in Electrical and Electronic Engineering (ICAEEE),10.1109/ICAEEE62219.2024.10561794,ieee,unknown,openalex,http://dx.doi.org/10.1109/icaeee62219.2024.10561794,,landing_html,851,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0215,"ZebraCPA: Decentralized, Post-Quantum Conditional Privacy-Preserving Authentication for VANETs via Traceable ZK Ring Signatures",2026,IEEE Internet of Things Journal,10.1109/JIOT.2026.3667814,ieee,open,openalex,https://doi.org/10.1109/jiot.2026.3667814,,landing_html,874,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0216,"Building Blockchains with Secure and Practical Public-Key Cryptographic Algorithms: Background, Motivations and Example",2021,IEEE Network,10.1109/MNET.101.2100088,ieee,unknown,openalex,https://doi.org/10.1109/mnet.101.2100088,,landing_html,866,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0217,$\mathcal {R}$-Manager: Consortium Blockchain-Based Vehicle Reputation Management for High-Quality Reports in Traffic-Oriented Crowdsourcing,2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3458080,ieee,unknown,openalex,https://doi.org/10.1109/tvt.2024.3458080,,landing_html,874,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0218,DedupChain: A Secure Blockchain-Enabled Storage System With Deduplication for Zero-Trust Network,2025,IEEE Journal on Selected Areas in Communications,10.1109/JSAC.2025.3560043,ieee,unknown,openalex,https://doi.org/10.1109/jsac.2025.3560043,,landing_html,843,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0219,Decentralized Model to Protect Digital Evidence via Smart Contracts Using Layer 2 Polygon Blockchain,2023,IEEE Access,10.1109/ACCESS.2023.3302771,ieee,open,openalex,https://doi.org/10.1109/access.2023.3302771,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10210028.pdf,landing_html,847,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0220,Scalable Blockchain Architecture for Organ Allocation in Large-Scale Healthcare Systems,2024,2024 International Conference on Cybernation and Computation (CYBERCOM),10.1109/CYBERCOM63683.2024.10803210,ieee,unknown,openalex,https://doi.org/10.1109/cybercom63683.2024.10803210,,landing_html,837,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0221,Integrating Blockchain Technology for Enhanced Security and Trust in Remote IoT Healthcare Systems,2024,"2024 3rd Odisha International Conference on Electrical Power Engineering, Communication and Computing Technology (ODICON)",10.1109/ODICON62106.2024.10797561,ieee,unknown,openalex,https://doi.org/10.1109/odicon62106.2024.10797561,,landing_html,848,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0222,A Novel Blockchain-based Decentralized Multi-party Certificate Management Framework,2023,"2023 IEEE 22nd International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",10.1109/TrustCom60117.2023.00186,ieee,open,openalex,https://doi.org/10.1109/TrustCom60117.2023.00186,,landing_html,833,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0229,Blockchain-Assisted Personalized Car Insurance With Privacy Preservation and Fraud Resistance,2023,IEEE Transactions on Vehicular Technology,10.1109/TVT.2022.3215811,ieee,unknown,openalex,https://doi.org/10.1109/tvt.2022.3215811,,landing_html,840,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0230,Advancing Hematopoietic Stem Cell Transplantation Typing: Harnessing Hyperledger Fabric’s Blockchain Architecture,2024,IEEE Access,10.1109/ACCESS.2024.3434953,ieee,open,openalex,http://dx.doi.org/10.1109/access.2024.3434953,,landing_html,860,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0234,Blockchain Enabled Secure Data Sharing for Distributed Healthcare Systems,2026,2026 IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI),10.1109/IATMSI68868.2026.11465479,ieee,unknown,openalex,https://doi.org/10.1109/iatmsi68868.2026.11465479,,landing_html,823,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0235,A Blockchain-based Framework for Academic Credential Verification and Revocation: Morocco Case Study,2025,2025 IEEE 8th Congress on Information Science and Technology (CiSt),10.1109/CiSt65886.2025.11224125,ieee,unknown,openalex,https://doi.org/10.1109/cist65886.2025.11224125,,landing_html,850,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0236,TFChain:Blockchain-based Trusted Forensics Scheme for Mobile Phone Data Whole Process,2022,2022 IEEE 6th Information Technology and Mechatronics Engineering Conference (ITOEC),10.1109/ITOEC53115.2022.9734408,ieee,unknown,openalex,https://doi.org/10.1109/itoec53115.2022.9734408,,landing_html,835,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0239,Secure and Efficient Cross-Domain Access Control for Industrial Internet Alliance Chains Based on Zero-Knowledge Proof,2024,2024 4th International Symposium on Artificial Intelligence and Intelligent Manufacturing (AIIM),10.1109/AIIM64537.2024.10934570,ieee,unknown,openalex,https://doi.org/10.1109/aiim64537.2024.10934570,,landing_html,868,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0240,Breaking IoT Data Silos: Trustworthy Data Trading with Consortium Blockchain and Zero-Knowledge Proof,2025,2025 28th International Conference on Computer Supported Cooperative Work in Design (CSCWD),10.1109/CSCWD64889.2025.11033303,ieee,unknown,openalex,https://doi.org/10.1109/cscwd64889.2025.11033303,,landing_html,851,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0243,Medical Data Sharing Scheme Based on Blockchain-Based Attribute Proxy Re-Encryption,2023,2023 12th International Conference of Information and Communication Technology (ICTech),10.1109/ICTech58362.2023.00063,ieee,unknown,openalex,http://dx.doi.org/10.1109/ictech58362.2023.00063,,landing_html,833,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0244,Dew Intelligence: Federated learning perspective,2021,"2021 IEEE 45th Annual Computers, Software, and Applications Conference (COMPSAC)",10.1109/COMPSAC51774.2021.00274,ieee,unknown,openalex,https://doi.org/10.1109/compsac51774.2021.00274,,landing_html,798,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0246,Blockchain-Enabled Federated Learning for Privacy-Preserving Credit Risk Assessment,2025,2025 3rd International Conference on Cyber Resilience (ICCR),10.1109/ICCR67387.2025.11292433,ieee,unknown,openalex,https://doi.org/10.1109/iccr67387.2025.11292433,,landing_html,833,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0248,AQ–ABS: Anti-Quantum Attribute-based Signature for EMRs Sharing with Blockchain,2022,2022 IEEE Wireless Communications and Networking Conference (WCNC),10.1109/WCNC51071.2022.9771830,ieee,unknown,openalex,https://doi.org/10.1109/wcnc51071.2022.9771830,,landing_html,829,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0249,Research on the Distribution Method of Cross Border Logistics Relay Chain Based on Blockchain,2025,2025 10th International Conference on Cyber Security and Information Engineering (ICCSIE),10.1109/ICCSIE65832.2025.00009,ieee,unknown,openalex,https://doi.org/10.1109/iccsie65832.2025.00009,,landing_html,843,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0251,14 Distributed Data Management,2024,Blockchains in 6G: A Standardized Approach to Permissioned Distributed Ledgers,,ieee,unknown,openalex,https://bvbr.bib-bvb.de:443/F?func=service&doc_library=BVB01&local_base=BVB01&doc_number=010682386&sequence=000001&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA,,landing_html,21,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0252,SodsBC: A Post-Quantum by Design Asynchronous Blockchain Framework,2024,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2023.3243588,ieee,unknown,openalex,https://doi.org/10.1109/tdsc.2023.3243588,,landing_html,813,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0254,Blockchain-Based Multisignature Lock for UAC in Metaverse,2023,IEEE Transactions on Computational Social Systems,10.1109/TCSS.2022.3226717,ieee,unknown,openalex,https://doi.org/10.1109/tcss.2022.3226717,,landing_html,804,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0255,Blockchain for Efficiency and Transparency in Finance,2025,"2025 3rd International Conference on IoT, Communication and Automation Technology (ICICAT)",10.1109/ICICAT68430.2025.11414723,ieee,unknown,openalex,https://doi.org/10.1109/icicat68430.2025.11414723,,landing_html,803,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0256,Blockchain-Enabled Social Security Services Using Smart Contracts,2022,IEEE Access,10.1109/ACCESS.2022.3190963,ieee,open,openalex,https://doi.org/10.1109/access.2022.3190963,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09829745.pdf,landing_html,812,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0257,MedVault: A Blockchain-Integrated Deep Learning Architecture for Secure Medical Data Management,2025,"2025 International Conference on Intelligent Computing, Information and Control Systems (ICOIICS)",10.1109/ICOIICS67115.2025.11390301,ieee,unknown,openalex,https://doi.org/10.1109/icoiics67115.2025.11390301,,landing_html,845,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0258,SnakeGrid: A Snake Learning-Assisted Secure and Privacy-Preserving Scheme for Smart Grid Load Forecasting in Zero-Touch Networks,2025,"2025 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)",10.1109/SmartGridComm65349.2025.11204607,ieee,unknown,openalex,https://doi.org/10.1109/smartgridcomm65349.2025.11204607,,landing_html,878,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0259,"Transaction Conflict Control in Hyperledger Fabric: A Taxonomy, Gaps, and Design for Conflict Prevention",2024,IEEE Access,10.1109/ACCESS.2024.3361318,ieee,open,openalex,https://doi.org/10.1109/access.2024.3361318,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10418209.pdf,landing_html,851,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0260,Latency Analysis of DAG-Driven Blockchain System for IoV Through the Lens of IOTA,2025,2025 IEEE 31th International Conference on Parallel and Distributed Systems (ICPADS),10.1109/ICPADS67057.2025.11323123,ieee,unknown,openalex,https://doi.org/10.1109/icpads67057.2025.11323123,,landing_html,831,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0261,VerifyB - Students’ record management and verification system,2021,2021 International Conference on Communication information and Computing Technology (ICCICT),10.1109/ICCICT50803.2021.9510144,ieee,unknown,openalex,https://doi.org/10.1109/iccict50803.2021.9510144,,landing_html,811,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0263,Blockchain-Based Evidence Management Systems for Judicial Integrity and Transparency,2026,2026 5th International Conference on Innovative Practices in Technology and Management (ICIPTM),10.1109/ICIPTM69057.2026.11465195,ieee,unknown,openalex,https://doi.org/10.1109/iciptm69057.2026.11465195,,landing_html,834,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0264,AttentionChain: Self-Attention DL Model with Blockchain Logging for Intrusion Detection in IoMT,2026,2026 International Conference on Artificial Intelligence in Information and Communication (ICAIIC),10.1109/ICAIIC68212.2026.11454272,ieee,unknown,openalex,https://doi.org/10.1109/icaiic68212.2026.11454272,,landing_html,845,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0265,HSADR: A New Highly Secure Aggregation and Dropout-Resilient Federated Learning Scheme for Radio Access Networks With Edge Computing Systems,2024,IEEE Transactions on Green Communications and Networking,10.1109/TGCN.2024.3441532,ieee,unknown,openalex,https://doi.org/10.1109/tgcn.2024.3441532,,landing_html,887,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0268,Smart Travel Security Framework: AI-Driven Solutions for Threat Detection in IoT-Enabled Mobility Systems,2025,"2025 IEEE 7th International Conference on Computing, Communication and Automation (ICCCA)",10.1109/ICCCA66364.2025.11325227,ieee,unknown,openalex,https://doi.org/10.1109/iccca66364.2025.11325227,,landing_html,855,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0271,AFLChain: Blockchain-enabled Asynchronous Federated Learning in Edge Computing Network,2023,2023 IEEE 97th Vehicular Technology Conference (VTC2023-Spring),10.1109/VTC2023-Spring57618.2023.10199280,ieee,unknown,openalex,https://doi.org/10.1109/vtc2023-spring57618.2023.10199280,,landing_html,836,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0272,A Blockchain-Powered E-Voting System That Preserves Privacy with Homomorphic Tallying and Zero-Trust Authentication,2026,2026 Second International Conference on Multi-Agent Systems for Collaborative Intelligence (ICMSCI),10.1109/ICMSCI67830.2026.11469753,ieee,unknown,openalex,https://doi.org/10.1109/icmsci67830.2026.11469753,,landing_html,865,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0275,Paramart: Parallel Resource Allocation Based on Blockchain Sharding for Edge-Cloud Services,2024,IEEE Transactions on Services Computing,10.1109/TSC.2024.3359608,ieee,unknown,openalex,https://doi.org/10.1109/tsc.2024.3359608,,landing_html,838,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0276,A Lightweight Few-Shot Learning-Based Traffic Classification System for Secure Internet of Vehicles,2025,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3596139,ieee,unknown,openalex,https://doi.org/10.1109/tits.2025.3596139,,landing_html,846,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0278,Blockchain-Assisted Trust and Transparency in Cross-Border Digital Asset Management System,2025,2025 3rd International Conference on Cyber Resilience (ICCR),10.1109/ICCR67387.2025.11292289,ieee,unknown,openalex,https://doi.org/10.1109/iccr67387.2025.11292289,,landing_html,840,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0279,Impact of Equivalence Assessment in the Education Sector using the XAI Model of Blockchain with ECTS,2024,2024 3rd International Conference on Applied Artificial Intelligence and Computing (ICAAIC),10.1109/ICAAIC60222.2024.10575529,ieee,unknown,openalex,https://doi.org/10.1109/icaaic60222.2024.10575529,,landing_html,850,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0280,Research on Lightweight Blockchain Technology Based on Edge Computing,2022,2022 7th IEEE International Conference on Data Science in Cyberspace (DSC),10.1109/DSC55868.2022.00080,ieee,unknown,openalex,https://doi.org/10.1109/dsc55868.2022.00080,,landing_html,819,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0285,AISChain: Blockchain-Based AIS Data Platform With Dynamic Bloom Filter Tree,2023,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2022.3188691,ieee,unknown,openalex,https://doi.org/10.1109/tits.2022.3188691,,landing_html,822,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0286,Research on Water Rights Trading System based on Blockchain Technology,2023,2023 6th International Conference on Artificial Intelligence and Big Data (ICAIBD),10.1109/ICAIBD57115.2023.10206246,ieee,unknown,openalex,http://dx.doi.org/10.1109/icaibd57115.2023.10206246,,landing_html,820,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0288,The Emergence Of The Metaverse In The Digital Blockchain Economy: Applying The Esg Framework For A Sustainable Future,2023,2023 3rd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),10.1109/ICACITE57410.2023.10182839,ieee,unknown,openalex,https://doi.org/10.1109/icacite57410.2023.10182839,,landing_html,867,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0291,Hybrid Multi-Agent Reinforcement Learning and Blockchain Framework for Real-Time Transaction Integrity in Cloud-Driven Financial Systems,2025,2025 IEEE 3rd Global Conference on Wireless Computing and Networking (GCWCN),10.1109/GCWCN66157.2025.11448456,ieee,unknown,openalex,https://doi.org/10.1109/gcwcn66157.2025.11448456,,landing_html,886,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0292,Wolverine: A Scalable and Transaction-Consistent Redactable Permissionless Blockchain,2023,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2023.3245406,ieee,unknown,openalex,https://doi.org/10.1109/tifs.2023.3245406,,landing_html,832,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0294,BZET-IAM: Enabling Blockchain-Based Zero Trust SSO for Dynamic Identity and Access Management,2025,2025 22nd International Joint Conference on Computer Science and Software Engineering (JCSSE),10.1109/JCSSE67377.2025.11297949,ieee,unknown,openalex,https://doi.org/10.1109/jcsse67377.2025.11297949,,landing_html,843,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0295,"Towards Decentralized, Secure, and Efficient Adaptive Learning for Robust Healthcare Monitoring",2025,ICC 2025 - IEEE International Conference on Communications,10.1109/ICC52391.2025.11161996,ieee,unknown,openalex,https://doi.org/10.1109/icc52391.2025.11161996,,landing_html,845,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0296,Consortium Blockchain for State-Owned Asset Transaction Polycentric Governance: An Evolutionary Game-Theoretic and Agent-Based Modeling Framework,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19202350,openalex,open,openalex,https://doi.org/10.5281/zenodo.19202350,,landing_html,4814,include,meets_fulltext_criteria,medium,Implementation and evaluation detail with at least one credible institutional/interoperability signal.
FT-0298,"Blockchain–BIM integration in construction: A systematic literature review of workflows, mechanisms, and platforms",2026,Journal of Building Engineering,10.1016/j.jobe.2026.115388,openalex,open,openalex,https://doi.org/10.1016/j.jobe.2026.115388,,landing_html,11,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0299,Building Trust in Smart Hospitals in Developing Countries: A PRISMA Review of Blockchain-Based Health Data Security,2026,International Journal of Life Science Research Archive,10.53771/ijlsra.2026.10.1.0018,openalex,open,openalex,https://doi.org/10.53771/ijlsra.2026.10.1.0018,https://sciresjournals.com/ijlsra/sites/default/files/IJLSRA-2026-0018.pdf,remote_pdf,42468,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
