candidate_id,title,year,venue,source,doi,url,construct_score,construct_note,internal_score,internal_note,external_score,external_note,reproducibility_score,reproducibility_note,total_score,tier,abstract_available
FT-0750,Systematic Literature Review of Challenges in Blockchain Scalability,2021,Applied Sciences,openalex,10.3390/app11209372,https://doi.org/10.3390/app11209372,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),1,implementation mentioned but no public artifact signal,5,B,True
FT-0043,Towards Automated Benchmark Support for Multi-Blockchain Interoperability-Facilitating Platforms,2021,arXiv,arxiv,10.48550/arXiv.2103.03866v1,http://arxiv.org/abs/2103.03866v1,2,strong evaluation vocabulary (5 distinct terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,2,explicit artifact/reproducibility signal,5,B,True
FT-0822,Verification of University Student and Graduate Data using Blockchain Technology,2021,International Journal of Computers Communications & Control,openalex,10.15837/ijccc.2021.5.4266,https://doi.org/10.15837/ijccc.2021.5.4266,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),2,explicit artifact/reproducibility signal,5,B,True
FT-0390,A Blockchain Oracle Interoperability Technique for Permissioned Blockchain,2024,IEEE Access,openalex,10.1109/access.2024.3400672,https://doi.org/10.1109/access.2024.3400672,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0277,A Blockchain-Based Secure Mutual Authentication System for E-Government Services,2023,2023 3rd International Scientific Conference of Engineering Sciences (ISCES),ieee,10.1109/ISCES58193.2023.10311497,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10311497,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0783,A Blockchain-Based Trust Model for the Internet of Things Supply Chain Management,2021,Sensors,openalex,10.3390/s21051759,https://doi.org/10.3390/s21051759,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0398,A Conceptual Framework for Deploying Blockchain to Strengthen Corporate Fraud Detection and Legal Compliance Systems,2024,International Journal of Multidisciplinary Research and Growth Evaluation,openalex,10.54660/.ijmrge.2024.5.2.1061-1072,https://doi.org/10.54660/.ijmrge.2024.5.2.1061-1072,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0316,A Lightweight Blockchain-Enabled Trust Management Model for Secure Vehicular Communication,2025,International Journal of Innovations in Science and Technology,openalex,10.33411/ijist/20257315971611,https://doi.org/10.33411/ijist/20257315971611,2,strong evaluation vocabulary (4 distinct terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,4,B,True
FT-0596,A Trust-Based Hierarchical Consensus Mechanism for Consortium Blockchain in Smart Grid,2022,Tsinghua Science & Technology,openalex,10.26599/tst.2021.9010074,https://doi.org/10.26599/tst.2021.9010074,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0653,A blockchain based lightweight peer-to-peer energy trading framework for secured high throughput micro-transactions,2022,Scientific Reports,openalex,10.1038/s41598-022-18603-z,https://doi.org/10.1038/s41598-022-18603-z,2,strong evaluation vocabulary (5 distinct terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,4,B,True
FT-0333,A privacy preserving and auditable blockchain framework for seccure securites trading,2025,Scientific Reports,openalex,10.1038/s41598-025-17958-3,https://doi.org/10.1038/s41598-025-17958-3,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0409,ANALYSIS OF CORDA IMPLEMENTATION IN TAXATION SYSTEM OF PAKISTAN: A PERMISSIONED BLOCKCHAIN FRAMEWORK,2024,Pakistan Journal of Scientific Research,openalex,10.57041/pjosr.v4i1.1019,https://doi.org/10.57041/pjosr.v4i1.1019,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0004,Agents for Agents: An Interrogator-Based Secure Framework for Autonomous Internet of Underwater Things,2026,arXiv,arxiv,10.48550/arXiv.2604.04262v1,http://arxiv.org/abs/2604.04262v1,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0164,Amazon Biobank: Assessing the Implementation of a Blockchain-Based Genomic Database,2024,IEEE Access,ieee,10.1109/ACCESS.2024.3354716,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10400478,2,strong evaluation vocabulary (5 distinct terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,4,B,True
FT-0679,An Efficient and Privacy-Preserving Blockchain-Based Authentication Scheme for Low Earth Orbit Satellite-Assisted Internet of Things,2022,IEEE Transactions on Aerospace and Electronic Systems,openalex,10.1109/taes.2022.3187389,https://doi.org/10.1109/taes.2022.3187389,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0789,Analysis of challenges for blockchain adoption within the Indian public sector: an interpretive structural modelling approach,2021,Information Technology and People,openalex,10.1108/itp-07-2020-0460,https://doi.org/10.1108/itp-07-2020-0460,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),1,implementation mentioned but no public artifact signal,4,B,True
FT-0434,BDLT-IoMT—a novel architecture: SVM machine learning for robust and secure data processing in Internet of Medical Things with blockchain cybersecurity,2024,The Journal of Supercomputing,openalex,10.1007/s11227-024-06782-7,https://doi.org/10.1007/s11227-024-06782-7,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0451,Blockchain Based an Efficient and Secure Privacy Preserved Framework for Smart Cities,2024,IEEE Access,openalex,10.1109/access.2024.3364078,https://doi.org/10.1109/access.2024.3364078,2,strong evaluation vocabulary (3 distinct terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,4,B,True
FT-0771,Blockchain Implementation for Privacy preserving and securing the Healthcare data,2021,,openalex,10.1109/csnt51715.2021.9509722,https://doi.org/10.1109/csnt51715.2021.9509722,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),1,implementation mentioned but no public artifact signal,4,B,True
FT-0429,Blockchain in the Electronics Industry for Supply Chain Management: A Survey,2024,IEEE Access,openalex,10.1109/access.2024.3351370,https://doi.org/10.1109/access.2024.3351370,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0628,Blockchain-Assisted Secure Data Exchange Architectures for SCADA-Controlled Power Systems,2022,Iconic Research and Engineering Journals,openalex,10.64388/irev6i3-1714041,https://doi.org/10.64388/irev6i3-1714041,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0403,Blockchain-Based Health Informatics Systems for Secure Patient Data Sharing and Interoperability,2024,Seminars in Medical Writing and Education,openalex,10.56294/mw2024508,https://doi.org/10.56294/mw2024508,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0393,"Blockchain-Based Healthcare Records Management Framework: Enhancing Security, Privacy, and Interoperability",2024,Technologies,openalex,10.3390/technologies12090168,https://doi.org/10.3390/technologies12090168,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0753,Blockchain-Based Secure Healthcare Application for Diabetic-Cardio Disease Prediction in Fog Computing,2021,IEEE Access,openalex,10.1109/access.2021.3065440,https://doi.org/10.1109/access.2021.3065440,2,strong evaluation vocabulary (5 distinct terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,4,B,True
FT-0113,Blockchain-Enabled Process Management and Learning Record Trustworthiness Enhancement Mechanism Design for Mock Trials,2025,2025 International Conference on Educational Technology Management (ICETM),ieee,10.1109/ICETM67477.2025.11413510,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11413510,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (4 markers),0,no implementation or artifact signal,4,B,True
FT-0336,Blockchain-Enabled Secure Data Sharing Framework for Healthcare IoT Devices,2025,International Journal of Engineering Science and Information Technology,openalex,10.52088/ijesty.v5i2.1520,https://doi.org/10.52088/ijesty.v5i2.1520,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0470,Blockchain-Powered Healthcare Systems: Enhancing Scalability and Security with Hybrid Deep Learning,2023,Sensors,openalex,10.3390/s23187740,https://doi.org/10.3390/s23187740,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),1,implementation mentioned but no public artifact signal,4,B,True
FT-0025,Blockchain-based Decentralized Identity Management for Healthcare Systems,2023,arXiv,arxiv,10.48550/arXiv.2307.16239v1,http://arxiv.org/abs/2307.16239v1,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0305,Blockchain-enabled Carbon Dioxide Removal: A Decentralized Framework for Transparent and Scalable Climate Mitigation,2025,European Journal of Sustainable Development,openalex,10.14207/ejsd.2025.v14n3p330,https://doi.org/10.14207/ejsd.2025.v14n3p330,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0349,Blockchain-enabled carbon footprint traceability in Thailand’s organic food sector: A quintuple helix innovation approach,2025,Journal of Open Innovation Technology Market and Complexity,openalex,10.1016/j.joitmc.2025.100656,https://doi.org/10.1016/j.joitmc.2025.100656,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (3 markers),1,implementation mentioned but no public artifact signal,4,B,True
FT-0798,Blockchain: Secured Solution for Signature Transfer in Distributed Intrusion Detection System,2021,Computer Systems Science and Engineering,openalex,10.32604/csse.2022.017130,https://doi.org/10.32604/csse.2022.017130,2,strong evaluation vocabulary (8 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,2,explicit artifact/reproducibility signal,4,B,True
FT-0299,Building Trust in Smart Hospitals in Developing Countries: A PRISMA Review of Blockchain-Based Health Data Security,2026,International Journal of Life Science Research Archive,openalex,10.53771/ijlsra.2026.10.1.0018,https://doi.org/10.53771/ijlsra.2026.10.1.0018,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (3 markers),1,implementation mentioned but no public artifact signal,4,B,True
FT-0060,CCPP: Cross-Chain Privacy-Preserving for CCLS With Lattice-Based Ring Signature,2026,IEEE Internet of Things Journal,ieee,10.1109/JIOT.2026.3652166,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11343886,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0381,CG-PBFT: an efficient PBFT algorithm based on credit grouping,2024,Journal of Cloud Computing Advances Systems and Applications,openalex,10.1186/s13677-024-00643-7,https://doi.org/10.1186/s13677-024-00643-7,2,strong evaluation vocabulary (4 distinct terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,4,B,True
FT-0084,Credit Evaluation and Blockchain Consensus for Supply Chain,2021,2021 IEEE 6th International Conference on Cloud Computing and Big Data Analytics (ICCCBDA),ieee,10.1109/ICCCBDA51879.2021.9442494,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9442494,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0250,CroAuth: A Cross-domain Authentication Scheme based on Blockchain and Decentralized Identity,2024,2024 27th International Conference on Computer Supported Cooperative Work in Design (CSCWD),ieee,10.1109/CSCWD61410.2024.10580261,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10580261,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0388,Cross-organizational data exchange based on consortium blockchain with consistency guarantee,2024,The Journal of Supercomputing,openalex,10.1007/s11227-024-06164-z,https://doi.org/10.1007/s11227-024-06164-z,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0633,DSMAC: Privacy-Aware Decentralized Self-Management of Data Access Control Based on Blockchain for Health Data,2022,IEEE Access,openalex,10.1109/access.2022.3207803,https://doi.org/10.1109/access.2022.3207803,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0777,Data Ownership and Secure Medical Data Transmission using Optimal Multiple Key-Based Homomorphic Encryption with Hyperledger Blockchain,2021,International Journal of Image and Graphics,openalex,10.1142/s0219467822400034,https://doi.org/10.1142/s0219467822400034,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0007,Decentralizing Trust: Consortium Blockchains and Hyperledger Fabric Explained,2025,arXiv,arxiv,10.48550/arXiv.2502.06540v1,http://arxiv.org/abs/2502.06540v1,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0432,Developing Integrated Digital Platforms for Enhancing Transparency in Procurement and Supply Chain Management,2024,International Journal of Multidisciplinary Research and Growth Evaluation,openalex,10.54660/.ijmrge.2024.5.6.1719-1729,https://doi.org/10.54660/.ijmrge.2024.5.6.1719-1729,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),1,implementation mentioned but no public artifact signal,4,B,True
FT-0502,Electronic Healthcare Management System Using Blockchain Technology,2023,,openalex,10.1109/iccpct58313.2023.10245668,https://doi.org/10.1109/iccpct58313.2023.10245668,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),1,implementation mentioned but no public artifact signal,4,B,True
FT-0804,Enhanced Drug Anti-Counterfeiting and Verification System for the Pharmaceutical Drug Supply Chain using Blockchain,2021,International Journal of Computer Applications,openalex,10.5120/ijca2021921105,https://doi.org/10.5120/ijca2021921105,2,strong evaluation vocabulary (7 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0728,Exploring Sybil and Double-Spending Risks in Blockchain Systems,2021,IEEE Access,openalex,10.1109/access.2021.3081998,https://doi.org/10.1109/access.2021.3081998,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0654,FBASHI: Fuzzy and Blockchain-Based Adaptive Security for Healthcare IoTs,2022,IEEE Access,openalex,10.1109/access.2022.3149046,https://doi.org/10.1109/access.2022.3149046,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0553,Global Interoperability Model for Distributed Ledger-Based Cross-Border Payment Systems,2023,International Journal of Multidisciplinary Research and Growth Evaluation,openalex,10.54660/.ijmrge.2023.4.6.1291-1300,https://doi.org/10.54660/.ijmrge.2023.4.6.1291-1300,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (4 markers),0,no implementation or artifact signal,4,B,True
FT-0856,Harmonizing Sensitive Data Exchange and Double-spending Prevention Through Blockchain and Digital Wallets: The Case of E-prescription Management,2023,DISTRIBUTED LEDGER TECHNOLOGIES: RESEARCH AND PRACTICE,wos,10.1145/3571509,WOS:001618376700006,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0446,High-Performance Carbon Cycle Supply Data Sharing Method Based on Blockchain Multichain Technology,2024,Journal of Intelligent Management Decision,openalex,10.56578/jimd030202,https://doi.org/10.56578/jimd030202,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0598,Implementation of a Secure LoRaWAN System for Industrial Internet of Things Integrated With IPFS and Blockchain,2022,IEEE Systems Journal,openalex,10.1109/jsyst.2022.3174157,https://doi.org/10.1109/jsyst.2022.3174157,2,strong evaluation vocabulary (5 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0022,MIS: A Multi-Identifier Management and Resolution System Based on Consortium Blockchain in Metaverse,2023,arXiv,arxiv,10.48550/arXiv.2301.03529v2,http://arxiv.org/abs/2301.03529v2,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,2,explicit artifact/reproducibility signal,4,B,True
FT-0038,MITOSIS: Practically Scaling Permissioned Blockchains,2021,arXiv,arxiv,10.48550/arXiv.2109.10302v1,http://arxiv.org/abs/2109.10302v1,2,strong evaluation vocabulary (6 distinct terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,4,B,True
FT-0029,NSSIA: A New Self-Sovereign Identity Scheme with Accountability,2022,arXiv,arxiv,10.48550/arXiv.2206.04911v1,http://arxiv.org/abs/2206.04911v1,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0095,Operating ZKPs on Blockchain: A Performance Analysis Based on Hyperledger Fabric,2024,2024 IEEE International Conference on Decentralized Applications and Infrastructures (DAPPS),ieee,10.1109/DAPPS61106.2024.00018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646455,2,strong evaluation vocabulary (8 distinct terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,4,B,True
FT-0545,Performance Evaluation and Cyberattack Mitigation in a Blockchain-Enabled Peer-to-Peer Energy Trading Framework,2023,Sensors,openalex,10.3390/s23020670,https://doi.org/10.3390/s23020670,2,strong evaluation vocabulary (7 distinct terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,4,B,True
FT-0011,Permissioned Blockchain in Advanced Air Mobility: A Performance Analysis for UTM,2025,arXiv,arxiv,10.48550/arXiv.2511.02171v2,http://arxiv.org/abs/2511.02171v2,2,strong evaluation vocabulary (9 distinct terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,4,B,True
FT-0699,Privacy Data Management Mechanism Based on Blockchain and Federated Learning,2022,"Computers, materials & continua/Computers, materials & continua (Print)",openalex,10.32604/cmc.2023.028843,https://doi.org/10.32604/cmc.2023.028843,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0499,Private Blockchain in the Field of Health Services,2023,Journal of Advanced Health Informatics Research,openalex,10.59247/jahir.v1i1.14,https://doi.org/10.59247/jahir.v1i1.14,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0569,RAISE: A Resilient Anonymous Information Sharing Environment,2023,Computer Modeling in Engineering & Sciences,openalex,10.32604/cmes.2023.026939,https://doi.org/10.32604/cmes.2023.026939,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),1,implementation mentioned but no public artifact signal,4,B,True
FT-0506,SPRA: Scalable policy‐based regulatory architecture for blockchain transactions,2023,IET Blockchain,openalex,10.1049/blc2.12037,https://doi.org/10.1049/blc2.12037,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0031,ScaleSFL: A Sharding Solution for Blockchain-Based Federated Learning,2022,arXiv,arxiv,10.48550/arXiv.2204.01202v1,http://arxiv.org/abs/2204.01202v1,2,strong evaluation vocabulary (6 distinct terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,4,B,True
FT-0171,Secure University Certificate Sharing Application with Blockchain Technology,2025,2025 International Conference on Computing Technologies & Data Communication (ICCTDC),ieee,10.1109/ICCTDC64446.2025.11159068,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11159068,2,strong evaluation vocabulary (3 distinct terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,4,B,True
FT-0330,"Securing Healthcare Digital Twin with Blockchain: A Systematic Review of Architecture, Threats and Evaluation",2025,STAP Journal of Security Risk Management,openalex,10.63180/jsrm.thestap.2026.1.3,https://doi.org/10.63180/jsrm.thestap.2026.1.3,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0459,Security and Privacy of Technologies in Health Information Systems: A Systematic Literature Review,2024,Computers,openalex,10.3390/computers13020041,https://doi.org/10.3390/computers13020041,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),1,implementation mentioned but no public artifact signal,4,B,True
FT-0282,Smart Healthcare in Improving the Quality of Life: Revolutionizing with Application of IoT and Block Chain Technology,2024,"2024 International Conference on Communication, Computer Sciences and Engineering (IC3SE)",ieee,10.1109/IC3SE62002.2024.10593009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10593009,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0814,SmartCon: A Blockchain-Based Framework for Smart Contracts and Transaction Management,2021,IEEE Access,openalex,10.1109/access.2021.3135562,https://doi.org/10.1109/access.2021.3135562,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0020,Straggler Mitigation and Latency Optimization in Blockchain-based Hierarchical Federated Learning,2023,arXiv,arxiv,10.48550/arXiv.2308.01296v1,http://arxiv.org/abs/2308.01296v1,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0002,The Birthmark Standard: Privacy-Preserving Photo Authentication via Hardware Roots of Trust and Consortium Blockchain,2026,arXiv,arxiv,10.48550/arXiv.2602.04933v1,http://arxiv.org/abs/2602.04933v1,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0698,The Confluence of Blockchain and 6G Network: Scenarios Analysis and Performance Assessment,2022,arXiv (Cornell University),openalex,10.48550/arxiv.2207.04744,https://doi.org/10.48550/arxiv.2207.04744,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0797,The Notarial Office in E-government: A Blockchain-Based Solution,2021,IEEE Access,openalex,10.1109/access.2021.3066184,https://doi.org/10.1109/access.2021.3066184,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0732,The Role of Blockchain Technology in Augmenting Supply Chain Resilience to Cybercrime,2021,Buildings,openalex,10.3390/buildings11070283,https://doi.org/10.3390/buildings11070283,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0097,Towards Citizen-Centric Services using Blockchain-Powered Digitalization of Public Sector Processes,2023,2023 Fifth International Conference on Blockchain Computing and Applications (BCCA),ieee,10.1109/BCCA58897.2023.10338883,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10338883,0,no evaluation vocabulary detected in title/abstract,1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),1,implementation mentioned but no public artifact signal,4,B,True
FT-0010,Trustworthy Provenance for Big Data Science: a Modular Architecture Leveraging Blockchain in Federated Settings,2025,arXiv,arxiv,10.48550/arXiv.2505.24675v1,http://arxiv.org/abs/2505.24675v1,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,2,explicit artifact/reproducibility signal,4,B,True
FT-0006,Tuning Block Size for Workload Optimization in Consortium Blockchain Networks,2025,arXiv,arxiv,10.48550/arXiv.2509.03367v1,http://arxiv.org/abs/2509.03367v1,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,4,B,True
FT-0460,Understanding governance and control challenges of blockchain technology in healthcare and energy sectors: a historical perspective,2023,Journal of Management History,openalex,10.1108/jmh-12-2022-0086,https://doi.org/10.1108/jmh-12-2022-0086,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),1,implementation mentioned but no public artifact signal,4,B,True
FT-0283,Xdhds: Cross-Domain Healthcare Data Sharing Using Self-Soverign Id and Blockchain,2025,2025 17th International Conference on Knowledge and Smart Technology (KST),ieee,10.1109/KST65016.2025.11003309,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11003309,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,4,B,True
FT-0796,appXchain: Application-Level Interoperability for Blockchain Networks,2021,IEEE Access,openalex,10.1109/access.2021.3089603,https://doi.org/10.1109/access.2021.3089603,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,2,explicit artifact/reproducibility signal,4,B,True
